mpcx_rx	0	1	39	08600	08800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	1	1	37	08200	08800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	2	0	39	04600	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	3	0	38	04400	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	4	1	38	08400	08800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	5	1	36	08000	08800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	6	0	37	04200	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	7	0	35	03600	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	8	1	35	07600	07800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	9	1	34	07400	07800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	10	0	36	04000	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	11	0	33	03200	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	12	1	9	06200	06800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	13	1	8	06000	06800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	14	0	8	01000	01800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	15	0	10	01400	01800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	16	1	7	05600	05800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	17	1	6	05400	05800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	18	0	6	00400	00800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	19	0	7	00600	00800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	20	1	4	05000	05800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	21	1	5	05200	05800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	22	0	5	00200	00800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_rx	23	0	4	00000	00800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	0	0	31	02600	02800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	1	0	30	02400	02800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	2	0	29	02200	02800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	3	0	28	02000	02800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	4	0	33	03200	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	5	0	32	03000	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	6	0	37	04200	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	7	0	36	04000	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	8	0	35	03600	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	9	0	34	03400	03800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	10	0	38	04400	04800	xc7vx690tffg1927-2/GTH	MPCX
mpcx_tx	11	0	39	04600	04800	xc7vx690tffg1927-2/GTH	MPCX
